source1_entity_id	candidate_entity_id
S1-700001344	S2-100004044
S1-700001345	S3-500004024
S1-700001345	S3-500004025
S1-700001346	S2-100004049
S1-700001347	S3-500004031
S1-700001347	S3-500004032
S1-700001348	S2-100004053
S1-700001349	S2-100004057
S1-700001349	S3-500004039
S1-700001350	S2-100004060
S1-700001351	S3-500004044
S1-700001351	S3-500004045
S1-700001352	S3-500004048
S1-700001352	S2-100004066
S1-700001353	S3-500004050
S1-700001354	S3-500004053
S1-700001355	S3-500004057
S1-700001356	S3-500004060
S1-700001356	S3-500004061
S1-700001357	S3-500004064
S1-700001357	S3-500004065
S1-700001358	S3-500004067
S1-700001358	S2-100004083
S1-700001359	S3-500004070
S1-700001359	S2-100004086
S1-700001360	S3-500004074
S1-700001361	S3-500004076
S1-700001361	S2-100004092
S1-700001362	S3-500004079
S1-700001363	S2-100004098
S1-700001363	S3-500004082
S1-700001364	S3-500004085
S1-700001365	S3-500004088
S1-700001366	S2-100004107
S1-700001366	S3-500004091
S1-700001367	S3-500004093
S1-700001367	S3-500004094
S1-700001368	S3-500004097
S1-700001368	S3-500004098
S1-700001369	S3-500004101
S1-700001370	S3-500004105
S1-700001370	S3-500004106
S1-700001371	S3-500004110
S1-700001372	S3-500004115
S1-700001372	S3-500004116
S1-700001373	S2-100004120
S1-700001374	S3-500004122
S1-700001375	S3-500004126
S1-700001375	S2-100004126
S1-700001376	S2-100004129
S1-700001376	S2-100004130
S1-700001377	S2-100004132
S1-700001378	S2-100004134
S1-700001378	S3-500004136
S1-700001379	S3-500004140
S1-700001380	S2-100004137
S1-700001380	S2-100004138
S1-700001381	S3-500004148
S1-700001381	S3-500004149
S1-700001382	S2-100004142
S1-700001383	S3-500004154
S1-700001383	S3-500004155
S1-700001384	S3-500004158
S1-700001384	S2-100004148
S1-700001385	S3-500004160
S1-700001385	S2-100004152
S1-700001386	S2-100004155
S1-700001387	S2-100004159
S1-700001388	S2-100004160
S1-700001388	S3-500004170
S1-700001389	S3-500004173
S1-700001390	S2-100004165
S1-700001390	S2-100004166
S1-700001391	S2-100004168
S1-700001391	S2-100004169
S1-700001392	S3-500004181
S1-700001393	S3-500004186
S1-700001393	S2-100004174
S1-700001394	S2-100004178
S1-700001395	S3-500004189
S1-700001396	S2-100004186
S1-700001397	S2-100004189
S1-700001397	S2-100004190
S1-700001398	S2-100004193
S1-700001399	S3-500004201
S1-700001399	S2-100004195
S1-700001400	S3-500004204
S1-700001401	S3-500004207
S1-700001401	S2-100004201
S1-700001402	S3-500004211
S1-700001403	S3-500004214
S1-700001403	S2-100004206
S1-700001404	S3-500004217
S1-700001405	S3-500004220
S1-700001406	S2-100004216
S1-700001406	S3-500004222
S1-700001407	S2-100004219
S1-700001408	S3-500004228
S1-700001409	S2-100004225
S1-700001409	S3-500004231
S1-700001410	S2-100004230
S1-700001411	S3-500004233
S1-700001411	S2-100004235
S1-700001412	S3-500004235
S1-700001413	S3-500004239
S1-700001414	S3-500004242
S1-700001414	S2-100004244
S1-700001415	S3-500004246
S1-700001415	S2-100004246
S1-700001416	S2-100004250
S1-700001416	S3-500004248
S1-700001417	S2-100004252
S1-700001418	S2-100004255
S1-700001419	S2-100004259
S1-700001420	S3-500004259
S1-700001420	S2-100004263
S1-700001421	S3-500004260
S1-700001421	S2-100004268
S1-700001422	S2-100004270
S1-700001422	S2-100004271
S1-700001423	S2-100004275
S1-700001423	S2-100004276
S1-700001424	S3-500004267
S1-700001425	S3-500004269
S1-700001425	S3-500004270
S1-700001426	S3-500004274
S1-700001426	S2-100004284
S1-700001427	S3-500004277
S1-700001428	S2-100004289
S1-700001428	S2-100004290
S1-700001429	S3-500004281
S1-700001429	S3-500004282
S1-700001430	S3-500004285
S1-700001431	S2-100004300
S1-700001431	S3-500004288
S1-700001432	S3-500004293
S1-700001433	S2-100004304
S1-700001434	S2-100004305
S1-700001434	S2-100004306
S1-700001435	S3-500004304
S1-700001435	S3-500004305
S1-700001436	S2-100004309
S1-700001436	S3-500004309
S1-700001437	S2-100004312
S1-700001437	S2-100004313
S1-700001438	S3-500004315
S1-700001439	S2-100004319
S1-700001439	S2-100004320
S1-700001440	S2-100004322
S1-700001441	S2-100004326
S1-700001441	S3-500004322
S1-700001442	S2-100004330
S1-700001442	S2-100004331
S1-700001443	S3-500004328
S1-700001444	S3-500004333
S1-700001444	S2-100004333
S1-700001445	S3-500004335
S1-700001446	S2-100004340
S1-700001447	S3-500004343
S1-700001447	S3-500004344
S1-700001448	S2-100004343
S1-700001448	S3-500004347
S1-700001449	S2-100004345
S1-700001449	S2-100004346
S1-700001450	S3-500004354
S1-700001450	S2-100004348
S1-700001451	S3-500004355
S1-700001452	S2-100004354
S1-700001452	S3-500004360
S1-700001453	S3-500004363
S1-700001454	S3-500004367
S1-700001454	S2-100004359
S1-700001455	S3-500004371
S1-700001456	S2-100004364
S1-700001457	S2-100004366
S1-700001458	S3-500004381
S1-700001459	S3-500004384
S1-700001460	S3-500004387
S1-700001461	S2-100004379
S1-700001461	S2-100004380
S1-700001462	S3-500004390
S1-700001463	S3-500004394
S1-700001463	S2-100004386
S1-700001464	S2-100004391
S1-700001465	S2-100004394
S1-700001466	S2-100004396
S1-700001466	S3-500004402
S1-700001467	S2-100004401
S1-700001467	S2-100004402
S1-700001468	S3-500004405
S1-700001469	S2-100004407
S1-700001469	S3-500004409
S1-700001470	S3-500004413
S1-700001471	S3-500004415
S1-700001471	S3-500004416
S1-700001472	S2-100004413
S1-700001472	S2-100004414
S1-700001473	S3-500004423
S1-700001473	S2-100004417
S1-700001474	S3-500004426
S1-700001475	S3-500004429
S1-700001475	S2-100004423
S1-700001476	S3-500004432
S1-700001477	S3-500004436
S1-700001477	S3-500004437
S1-700001478	S3-500004440
S1-700001478	S3-500004441
S1-700001479	S3-500004445
S1-700001479	S2-100004431
S1-700001480	S2-100004435
S1-700001480	S2-100004436
S1-700001481	S2-100004438
S1-700001482	S2-100004441
S1-700001483	S2-100004445
S1-700001483	S2-100004446
S1-700001484	S3-500004458
S1-700001484	S2-100004448
S1-700001485	S2-100004450
S1-700001486	S3-500004465
S1-700001486	S3-500004466
S1-700001487	S2-100004454
S1-700001488	S2-100004456
S1-700001488	S2-100004457
S1-700001489	S3-500004476
S1-700001490	S3-500004480
S1-700001490	S3-500004481
S1-700001491	S3-500004484
S1-700001491	S3-500004485
S1-700001492	S2-100004466
S1-700001493	S2-100004469
S1-700001493	S3-500004491
S1-700001494	S3-500004496
S1-700001494	S3-500004497
S1-700001495	S3-500004500
S1-700001495	S3-500004501
S1-700001496	S3-500004502
S1-700001496	S2-100004476
S1-700001497	S2-100004480
S1-700001497	S2-100004481
S1-700001498	S3-500004506
S1-700001499	S2-100004488
S1-700001499	S3-500004508
